randomise_blocks,randomise_trials,display,video_fname,ANSWER,tour_string,mascot_color_id,fam_string,trial_number,phase_id,stim_type,mascot_name,action_bare,video_context,action_number,mascot_name_format_matched
,,mascot_familiarization,fukaya-white-background.jpeg,,,,,2,mascot_familiarization_ordered,mascot_stills,fukaya-white-background.jpeg,fukaya-white-background.jpeg,,,
,,mascot_familiarization,kounudoun.jpg,,,,,3,mascot_familiarization_ordered,mascot_stills,kounudoun.jpg,kounudoun.jpg,,,
,,fam_enc_transition,none,,,,,0,instructions,none,none,none,none,0.0,
,,study_trials,TakinomichiYuzuru_street-market-2_watching-food-being-cooked-0.mp4,,,,,0,enc_ordered,studied,TakinomichiYuzuru,TakinomichiYuzuru_street-market-2_watching-food-being-cooked,3/2/01,0.0,
,,study_trials,Kounudoun_stage-with-banner_dancing-0.mp4,,,,,1,enc_ordered,studied,Kounudoun,Kounudoun_stage-with-banner_dancing,stage-with-banner,0.0,
,,study_trials,Fukaya_exercise-class_turning-0.mp4,,,,,2,enc_ordered,studied,Fukaya,Fukaya_exercise-class_turning,exercise-class,0.0,
,,study_trials,OnoJoe_on-stage-2_talking-to-announcers-0.mp4,,,,,3,enc_ordered,studied,OnoJoe,OnoJoe_on-stage-2_talking-to-announcers,on-stage-2,0.0,
,,study_trials,TakinomichiYuzuru_dance-with-large-group_dance-with-black-shirts-2-0.mp4,,,,,4,enc_ordered,studied,TakinomichiYuzuru,TakinomichiYuzuru_dance-with-large-group_dance-with-black-shirts-2,dance-with-large-group,0.0,
,,study_trials,Kounudoun_grass_dancing-0.mp4,,,,,5,enc_ordered,studied,Kounudoun,Kounudoun_grass_dancing,grass,0.0,
,,study_trials,Fukaya_CPR_practicing-CPR-2.mp4,,,,,6,enc_ordered,studied,Fukaya,Fukaya_CPR_practicing-CPR,CPR,2.0,
,,study_trials,OnoJoe_interview-in-street-2_walking-with-interviewer-0.mp4,,,,,7,enc_ordered,studied,OnoJoe,OnoJoe_interview-in-street-2_walking-with-interviewer,interview-in-street-2,0.0,
,,study_trials,TakinomichiYuzuru_cheerleaders_dancing-behind-banner-0.mp4,,,,,8,enc_ordered,studied,TakinomichiYuzuru,TakinomichiYuzuru_cheerleaders_dancing-behind-banner,cheerleaders,0.0,
,,study_trials,Kounudoun_with-tourist-kids_posing-pictures-0.mp4,,,,,9,enc_ordered,studied,Kounudoun,Kounudoun_with-tourist-kids_posing-pictures,with-tourist-kids,0.0,
,,study_trials,Fukaya_scale_stepping-on-scale-0.mp4,,,,,10,enc_ordered,studied,Fukaya,Fukaya_scale_stepping-on-scale,scale,0.0,
,,study_trials,OnoJoe_small-crowd-2_touching-hair-0.mp4,,,,,11,enc_ordered,studied,OnoJoe,OnoJoe_small-crowd-2_touching-hair,small-crowd-2,0.0,
,,study_trials,TakinomichiYuzuru_dance-with-large-group_dance-with-black-shirts-1-0.mp4,,,,,12,enc_ordered,studied,TakinomichiYuzuru,TakinomichiYuzuru_dance-with-large-group_dance-with-black-shirts-1,dance-with-large-group,0.0,
,,study_trials,Kounudoun_signing-table_writing-0.mp4,,,,,13,enc_ordered,studied,Kounudoun,Kounudoun_signing-table_writing,signing-table,0.0,
,,study_trials,Fukaya_lobster_walking-by-lobster-resturant-0.mp4,,,,,14,enc_ordered,studied,Fukaya,Fukaya_lobster_walking-by-lobster-resturant,lobster,0.0,
,,study_trials,OnoJoe_rooftop_dancing-0.mp4,,,,,15,enc_ordered,studied,OnoJoe,OnoJoe_rooftop_dancing,rooftop,0.0,
,,study_trials,TakinomichiYuzuru_hotel_entering-hotel-0.mp4,,,,,16,enc_ordered,studied,TakinomichiYuzuru,TakinomichiYuzuru_hotel_entering-hotel,hotel,0.0,
,,study_trials,Kounudoun_auditroium-stage_winner-0.mp4,,,,,17,enc_ordered,studied,Kounudoun,Kounudoun_auditroium-stage_winner,auditroium-stage,0.0,
