,mascot_name,phase_id,video_context,Hit_Rate
0,OnoJoe,recog_random,rooftop,0.2549019607843137
1,Barasai,recog_random,cherry-blossoms,0.2809917355371901
2,Barasai,recog_random,dance-with-little-cheerleaders,0.47368421052631576
3,Fukaya,recog_random,balloons,0.24705882352941178
4,Fukaya,recog_random,cow-costume,0.3853211009174312
5,Shimanekko,recog_random,white-building,0.3867924528301887
6,Shimanekko,recog_random,clothing-design,0.21153846153846154
7,OnoJoe,recog_random,city-overlook,0.30578512396694213
8,Barasai,recog_random,train,0.5537190082644629
9,OnoJoe,recog_random,solo-dance-on-stage,0.32786885245901637
10,Shimanekko,recog_random,inside-house,0.42592592592592593
11,Fukaya,recog_random,waving,0.30526315789473685
12,Shimanekko,recog_random,bridge,0.5
13,Barasai,recog_random,rose-garden,0.22950819672131148
14,Shimanekko,recog_random,classroom,0.28703703703703703
15,Fukaya,recog_random,exercise-class,0.45935960591133007
16,Shimanekko,recog_random,clothing-design,0.21153846153846154
17,Shimanekko,recog_random,park,0.3371824480369515
18,OnoJoe,recog_random,park,0.3371824480369515
19,Barasai,recog_random,in-train,0.3140495867768595
20,Shimanekko,recog_random,museum-signs,0.2782608695652174
21,Fukaya,recog_random,exercise-class,0.45935960591133007
22,Shimanekko,recog_random,sidewalk,0.4576271186440678
23,Shimanekko,recog_random,indoor-event,0.39603960396039606
24,Fukaya,recog_random,CPR,0.4112903225806452
25,Barasai,recog_random,greenhouse,0.3884297520661157
26,Shimanekko,recog_random,beach,0.38911290322580644
27,OnoJoe,recog_random,room-with-curtains,0.4380165289256198
28,Fukaya,recog_random,shopping,0.38028169014084506
29,OnoJoe,recog_random,small-crowd-2,0.2809917355371901
30,Fukaya,recog_random,red-cars,0.33783783783783783
31,Shimanekko,recog_random,aquarium,0.5172413793103449
32,Fukaya,recog_random,exercise-class,0.45935960591133007
33,Barasai,recog_random,relay-race,0.5454545454545454
34,Barasai,recog_random,dance-with-announcers,0.27358490566037735
35,Shimanekko,recog_random,classroom,0.28703703703703703
36,OnoJoe,recog_random,dark-building,0.48672566371681414
37,Fukaya,recog_random,exercise-class,0.45935960591133007
38,OnoJoe,recog_random,building-5,0.4344262295081967
39,OnoJoe,recog_random,small-crowd-1,0.3114754098360656
40,OnoJoe,recog_random,building-7,0.2831858407079646
41,Shimanekko,recog_random,walking-around-outside-a-building,0.10743801652892562
42,Barasai,recog_random,monument,0.1885245901639344
43,Barasai,recog_random,carousel,0.45454545454545453
44,Barasai,recog_random,announcers,0.4075342465753425
45,Fukaya,recog_random,restaurants,0.47368421052631576
46,Barasai,recog_random,caligraphy,0.3670886075949367
47,OnoJoe,recog_random,highway,0.3305785123966942
48,Fukaya,recog_random,bench,0.37209302325581395
49,OnoJoe,recog_random,on-stage-1,0.37719298245614036
50,Fukaya,recog_random,tea-ceremony,0.3081395348837209
51,Barasai,recog_random,announcers,0.4075342465753425
52,Fukaya,recog_random,waving,0.30526315789473685
53,Barasai,recog_random,street,0.3691588785046729
54,OnoJoe,recog_random,lakeside,0.2831858407079646
55,Barasai,recog_random,dance-stage-with-background-musicians,0.21311475409836064
56,Fukaya,recog_random,CPR,0.4112903225806452
57,Shimanekko,recog_random,scientist,0.4639175257731959
58,Fukaya,recog_random,exercise-class,0.45935960591133007
59,Shimanekko,recog_random,school-hallway,0.44545454545454544
60,OnoJoe,recog_random,interview-in-street-2,0.4380165289256198
61,Shimanekko,recog_random,exploring-museum,0.3805309734513274
62,Fukaya,recog_random,dance-alone,0.390625
63,OnoJoe,recog_random,modern-building,0.6039603960396039
64,OnoJoe,recog_random,glass-building,0.5377358490566038
65,Fukaya,recog_random,waving-posing-for-pictures,0.3150684931506849
66,OnoJoe,recog_random,suburban-area,0.4214876033057851
67,Fukaya,recog_random,exercise-class,0.45935960591133007
68,OnoJoe,recog_random,driveway-infront-of-building,0.4956521739130435
69,Fukaya,recog_random,speech,0.27956989247311825
70,Barasai,recog_random,caligraphy,0.3670886075949367
71,Barasai,recog_random,announcers,0.4075342465753425
72,OnoJoe,recog_random,on-stage-2,0.256198347107438
73,OnoJoe,recog_random,weird-interviewer,0.38524590163934425
74,Barasai,recog_random,dance-with-green-performers,0.4098360655737705
75,Shimanekko,recog_random,water-lookout,0.36633663366336633
76,Barasai,recog_random,stage-dance-with-children,0.33043478260869563
77,Fukaya,recog_random,CPR,0.4112903225806452
78,OnoJoe,recog_random,dance-in-front-of-white-tents,0.20535714285714285
79,Fukaya,recog_random,gym,0.5070422535211268
80,Fukaya,recog_random,sitting-at-craft-table,0.5588235294117647
81,OnoJoe,recog_random,grey-brick-building,0.39344262295081966
82,Shimanekko,recog_random,back-porch,0.391304347826087
83,Shimanekko,recog_random,fields,0.3047619047619048
84,Shimanekko,recog_random,library,0.5619047619047619
85,Barasai,recog_random,peace-sign,0.2682926829268293
86,OnoJoe,recog_random,on-stage-3,0.4918032786885246
87,Shimanekko,recog_random,museum,0.2336448598130841
88,Shimanekko,recog_random,beach,0.38911290322580644
89,Barasai,recog_random,mall,0.47107438016528924
90,Barasai,recog_random,park,0.3371824480369515
91,OnoJoe,recog_random,interview,0.35275080906148865
92,Shimanekko,recog_random,outside-house,0.3076923076923077
93,Barasai,recog_random,announcers,0.4075342465753425
94,Barasai,recog_random,announcers,0.4075342465753425
95,Fukaya,recog_random,dancing,0.34854771784232363
96,Chiba-kun,recog_ordered,workout,0.24675324675324675
97,Kounudoun,recog_ordered,fair,0.5344827586206896
98,Jarbo,recog_ordered,meeting-2,0.13
99,Kapal,recog_ordered,meet-and-greet,0.3939393939393939
100,Chiba-kun,recog_ordered,sleeping,0.43478260869565216
101,Kounudoun,recog_ordered,street-fair-2,0.4098360655737705
102,Jarbo,recog_ordered,mall-3,0.43564356435643564
103,Kapal,recog_ordered,white-hills,0.4717948717948718
104,Chiba-kun,recog_ordered,farm,0.5
105,Kounudoun,recog_ordered,stage-with-singers,0.2892561983471074
106,Jarbo,recog_ordered,school-auditorium,0.42105263157894735
107,Kapal,recog_ordered,bathtub,0.44642857142857145
108,Chiba-kun,recog_ordered,waterfront,0.39316239316239315
109,Kounudoun,recog_ordered,with-tourist-kids,0.39344262295081966
110,Jarbo,recog_ordered,mall-1,0.27906976744186046
111,Kapal,recog_ordered,interview,0.35275080906148865
112,Chiba-kun,recog_ordered,walking-in-street,0.6625
113,Kounudoun,recog_ordered,street-fair-3,0.3140495867768595
114,Jarbo,recog_ordered,cheerleaders,0.21212121212121213
115,Kapal,recog_ordered,front-desk,0.27380952380952384
116,Chiba-kun,recog_ordered,running,0.4729241877256318
117,Kounudoun,recog_ordered,performance,0.4297520661157025
118,Jarbo,recog_ordered,factory-2,0.16470588235294117
119,Kapal,recog_ordered,booth,0.26373626373626374
120,Chiba-kun,recog_ordered,restaurant-alone,0.4225352112676056
121,Kounudoun,recog_ordered,outside-store,0.17757009345794392
122,Jarbo,recog_ordered,ammusement-ride-2,0.38
123,Kapal,recog_ordered,hallway,0.40273972602739727
124,Chiba-kun,recog_ordered,tea-ceremony,0.3081395348837209
125,Kounudoun,recog_ordered,beach,0.38911290322580644
126,Jarbo,recog_ordered,factory-1,0.2809917355371901
127,Kapal,recog_ordered,hallway,0.40273972602739727
128,Chiba-kun,recog_ordered,train-station,0.2748091603053435
129,Kounudoun,recog_ordered,stage-with-banner,0.48760330578512395
130,Jarbo,recog_ordered,ammusement-ride-1,0.4537037037037037
131,Kapal,recog_ordered,bathtub,0.44642857142857145
132,Chiba-kun,recog_ordered,restaurant-with-woman,0.325
133,Kounudoun,recog_ordered,park-with-audience,0.38596491228070173
134,Jarbo,recog_ordered,bus-1,0.6055045871559633
135,Kapal,recog_ordered,parking-lot-stuffed-animals,0.2823529411764706
136,Chiba-kun,recog_ordered,dancing,0.34854771784232363
137,Kounudoun,recog_ordered,signing-table,0.38016528925619836
138,Jarbo,recog_ordered,outside,0.3706896551724138
139,Kapal,recog_ordered,learning-dance,0.34444444444444444
140,Chiba-kun,recog_ordered,restuarant,0.543859649122807
141,Kounudoun,recog_ordered,sidewalk,0.4576271186440678
142,Jarbo,recog_ordered,group-dance-on-stage,0.5108695652173914
143,Kapal,recog_ordered,bobble-head,0.26582278481012656
144,Chiba-kun,recog_ordered,running,0.4729241877256318
145,Kounudoun,recog_ordered,office,0.38317757009345793
146,Jarbo,recog_ordered,roof,0.37
147,Kapal,recog_ordered,white-hills,0.4717948717948718
148,Chiba-kun,recog_ordered,sunrise,0.39215686274509803
149,Kounudoun,recog_ordered,tree-on-street,0.504424778761062
150,Jarbo,recog_ordered,train-station,0.2748091603053435
151,Kapal,recog_ordered,riding-chair,0.3170731707317073
152,Chiba-kun,recog_ordered,lake,0.24468085106382978
153,Kounudoun,recog_ordered,grass,0.5206611570247934
154,Jarbo,recog_ordered,building-2,0.4778761061946903
155,Kapal,recog_ordered,spinning-soccer-ball,0.3176470588235294
156,Chiba-kun,recog_ordered,pig-pen,0.43157894736842106
157,Kounudoun,recog_ordered,outside-grocery-store,0.36607142857142855
158,Jarbo,recog_ordered,street-2,0.26744186046511625
159,Kapal,recog_ordered,interview,0.35275080906148865
160,Chiba-kun,recog_ordered,gondala,0.5555555555555556
161,Kounudoun,recog_ordered,street-with-dancers,0.2743362831858407
162,Jarbo,recog_ordered,group-dance-in-gym,0.5304347826086957
163,Kapal,recog_ordered,hallway,0.40273972602739727
164,Chiba-kun,recog_ordered,pot,0.4891304347826087
165,Kounudoun,recog_ordered,road-by-water,0.17272727272727273
166,Jarbo,recog_ordered,mall-2,0.3854166666666667
167,Kapal,recog_ordered,blackbox-performance,0.34502923976608185
168,Chiba-kun,recog_ordered,stairs,0.3
169,Kounudoun,recog_ordered,doorway,0.35537190082644626
170,Jarbo,recog_ordered,bus,0.25471698113207547
171,Kapal,recog_ordered,conference,0.23076923076923078
172,Chiba-kun,recog_ordered,baseball-game,0.2803738317757009
173,Kounudoun,recog_ordered,stairs-of-building,0.19298245614035087
174,Jarbo,recog_ordered,alley,0.4909090909090909
175,Kapal,recog_ordered,outside-of-building,0.3333333333333333
176,Chiba-kun,recog_ordered,dancing,0.34854771784232363
177,Kounudoun,recog_ordered,auditorium,0.2857142857142857
178,Jarbo,recog_ordered,ceremony,0.3008849557522124
179,Kapal,recog_ordered,outside-of-building,0.3333333333333333
180,Chiba-kun,recog_ordered,town,0.3218390804597701
181,Kounudoun,recog_ordered,auditroium-stage,0.48514851485148514
182,Jarbo,recog_ordered,group-dance-1,0.29292929292929293
183,Kapal,recog_ordered,hallway,0.40273972602739727
184,Chiba-kun,recog_ordered,running,0.4729241877256318
185,Kounudoun,recog_ordered,sidewalk-2,0.336283185840708
186,Jarbo,recog_ordered,zoo-2,0.3565217391304348
187,Kapal,recog_ordered,riding-chair,0.3170731707317073
188,Chiba-kun,recog_ordered,beach,0.38911290322580644
189,Kounudoun,recog_ordered,street-fair-1,0.30327868852459017
190,Jarbo,recog_ordered,park,0.3371824480369515
191,Kapal,recog_ordered,outside-dance-studio,0.15151515151515152
192,Shimanekko,recog_random,bridge,0.5
193,Shimanekko,recog_random,fields,0.3047619047619048
194,Shimanekko,recog_random,classroom,0.28703703703703703
195,Shimanekko,recog_random,park,0.3371824480369515
196,Barasai,recog_random,monument,0.1885245901639344
197,OnoJoe,recog_random,on-stage-1,0.37719298245614036
198,OnoJoe,recog_random,suburban-area,0.4214876033057851
199,Barasai,recog_random,cherry-blossoms,0.2809917355371901
200,OnoJoe,recog_random,dance-in-front-of-white-tents,0.20535714285714285
201,OnoJoe,recog_random,solo-dance-on-stage,0.32786885245901637
202,Shimanekko,recog_random,aquarium,0.5172413793103449
203,Fukaya,recog_random,balloons,0.24705882352941178
204,Shimanekko,recog_random,library,0.5619047619047619
205,Barasai,recog_random,announcers,0.4075342465753425
206,OnoJoe,recog_random,dark-building,0.48672566371681414
207,Shimanekko,recog_random,inside-house,0.42592592592592593
208,Fukaya,recog_random,shopping,0.38028169014084506
209,Shimanekko,recog_random,beach,0.38911290322580644
210,Fukaya,recog_random,speech,0.27956989247311825
211,Shimanekko,recog_random,beach,0.38911290322580644
212,Barasai,recog_random,caligraphy,0.3670886075949367
213,Shimanekko,recog_random,museum-signs,0.2782608695652174
214,Shimanekko,recog_random,walking-around-outside-a-building,0.10743801652892562
215,Fukaya,recog_random,dance-alone,0.390625
216,Fukaya,recog_random,exercise-class,0.45935960591133007
217,Barasai,recog_random,dance-with-announcers,0.27358490566037735
218,OnoJoe,recog_random,glass-building,0.5377358490566038
219,Barasai,recog_random,caligraphy,0.3670886075949367
220,Barasai,recog_random,rose-garden,0.22950819672131148
221,Fukaya,recog_random,standing-behind-cake,0.14473684210526316
222,Fukaya,recog_random,dancing,0.34854771784232363
223,Barasai,recog_random,dance-with-little-cheerleaders,0.47368421052631576
224,Shimanekko,recog_random,museum,0.2336448598130841
225,OnoJoe,recog_random,interview-in-street-2,0.4380165289256198
226,Fukaya,recog_random,waving-posing-for-pictures,0.3150684931506849
227,OnoJoe,recog_random,weird-interviewer,0.38524590163934425
228,OnoJoe,recog_random,driveway-infront-of-building,0.4956521739130435
229,Shimanekko,recog_random,outside-house,0.3076923076923077
230,OnoJoe,recog_random,modern-building,0.6039603960396039
231,Fukaya,recog_random,lobster,0.16091954022988506
232,Barasai,recog_random,relay-race,0.5454545454545454
233,Shimanekko,recog_random,indoor-event,0.39603960396039606
234,Barasai,recog_random,in-train,0.3140495867768595
235,Barasai,recog_random,park,0.3371824480369515
236,Fukaya,recog_random,exercise-class,0.45935960591133007
237,Barasai,recog_random,announcers,0.4075342465753425
238,Barasai,recog_random,mall,0.47107438016528924
239,OnoJoe,recog_random,grey-brick-building,0.39344262295081966
240,Shimanekko,recog_random,sidewalk,0.4576271186440678
241,Fukaya,recog_random,cow-costume,0.3853211009174312
242,Fukaya,recog_random,waving,0.30526315789473685
243,OnoJoe,recog_random,on-stage-2,0.256198347107438
244,Fukaya,recog_random,exercise-class,0.45935960591133007
245,OnoJoe,recog_random,small-crowd-2,0.2809917355371901
246,Shimanekko,recog_random,fields,0.3047619047619048
247,Shimanekko,recog_random,clothing-design,0.21153846153846154
248,Fukaya,recog_random,exercise-class,0.45935960591133007
249,Fukaya,recog_random,exercise-class,0.45935960591133007
250,Fukaya,recog_random,tea-ceremony,0.3081395348837209
251,Barasai,recog_random,train,0.5537190082644629
252,OnoJoe,recog_random,lakeside,0.2831858407079646
253,OnoJoe,recog_random,building-7,0.2831858407079646
254,Shimanekko,recog_random,exploring-museum,0.3805309734513274
255,OnoJoe,recog_random,on-stage-3,0.4918032786885246
256,Barasai,recog_random,announcers,0.4075342465753425
257,Shimanekko,recog_random,white-building,0.3867924528301887
258,Barasai,recog_random,street,0.3691588785046729
259,Fukaya,recog_random,meet-and-greet,0.3939393939393939
260,Shimanekko,recog_random,water-lookout,0.36633663366336633
261,Shimanekko,recog_random,clothing-design,0.21153846153846154
262,OnoJoe,recog_random,building-5,0.4344262295081967
263,OnoJoe,recog_random,highway,0.3305785123966942
264,Shimanekko,recog_random,back-porch,0.391304347826087
265,Barasai,recog_random,stage-dance-with-children,0.33043478260869563
266,OnoJoe,recog_random,interview,0.35275080906148865
267,Shimanekko,recog_random,scientist,0.4639175257731959
268,OnoJoe,recog_random,small-crowd-1,0.3114754098360656
269,Fukaya,recog_random,exercise-class,0.45935960591133007
270,OnoJoe,recog_random,room-with-curtains,0.4380165289256198
271,Fukaya,recog_random,CPR,0.4112903225806452
272,Shimanekko,recog_random,with-wood,0.33707865168539325
273,OnoJoe,recog_random,city-overlook,0.30578512396694213
274,OnoJoe,recog_random,park,0.3371824480369515
275,Fukaya,recog_random,red-cars,0.33783783783783783
276,Barasai,recog_random,dance-stage-with-background-musicians,0.21311475409836064
277,Fukaya,recog_random,bench,0.37209302325581395
278,Barasai,recog_random,peace-sign,0.2682926829268293
279,Fukaya,recog_random,CPR,0.4112903225806452
280,Barasai,recog_random,announcers,0.4075342465753425
281,Barasai,recog_random,announcers,0.4075342465753425
282,Barasai,recog_random,carousel,0.45454545454545453
283,Fukaya,recog_random,outside-building,0.1728395061728395
284,OnoJoe,recog_random,rooftop,0.2549019607843137
285,Fukaya,recog_random,presents,0.10144927536231885
286,Barasai,recog_random,greenhouse,0.3884297520661157
287,Barasai,recog_random,dance-with-green-performers,0.4098360655737705
288,Chiba-kun,recog_ordered,running,0.4729241877256318
289,Jarbo,recog_ordered,factory-2,0.16470588235294117
290,Kounudoun,recog_ordered,outside-grocery-store,0.36607142857142855
291,Kapal,recog_ordered,white-hills,0.4717948717948718
292,Chiba-kun,recog_ordered,lake,0.24468085106382978
293,Jarbo,recog_ordered,mall-1,0.27906976744186046
294,Kounudoun,recog_ordered,park-with-audience,0.38596491228070173
295,Kapal,recog_ordered,interview,0.35275080906148865
296,Chiba-kun,recog_ordered,office-with-woman,0.4
297,Jarbo,recog_ordered,train-station,0.2748091603053435
298,Kounudoun,recog_ordered,doorway,0.35537190082644626
299,Kapal,recog_ordered,outside-dance-studio,0.15151515151515152
300,Chiba-kun,recog_ordered,waterfront,0.39316239316239315
301,Jarbo,recog_ordered,building-2,0.4778761061946903
302,Kounudoun,recog_ordered,signing-table,0.38016528925619836
303,Kapal,recog_ordered,parking-lot-stuffed-animals,0.2823529411764706
304,Chiba-kun,recog_ordered,walking-in-street,0.6625
305,Jarbo,recog_ordered,outside,0.3706896551724138
306,Kounudoun,recog_ordered,street-fair-3,0.3140495867768595
307,Kapal,recog_ordered,riding-chair,0.3170731707317073
308,Chiba-kun,recog_ordered,dancing,0.34854771784232363
309,Jarbo,recog_ordered,alley,0.4909090909090909
310,Kounudoun,recog_ordered,with-tourist-kids,0.39344262295081966
311,Kapal,recog_ordered,hallway,0.40273972602739727
312,Chiba-kun,recog_ordered,baseball-game,0.2803738317757009
313,Jarbo,recog_ordered,bus,0.25471698113207547
314,Kounudoun,recog_ordered,fair,0.5344827586206896
315,Kapal,recog_ordered,interview,0.35275080906148865
316,Chiba-kun,recog_ordered,strawberry-greenhouse,0.4507042253521127
317,Jarbo,recog_ordered,street,0.3691588785046729
318,Kounudoun,recog_ordered,road-by-water,0.17272727272727273
319,Kapal,recog_ordered,dance-tutorial,0.5416666666666666
320,Chiba-kun,recog_ordered,sleeping,0.43478260869565216
321,Jarbo,recog_ordered,meeting-2,0.13
322,Kounudoun,recog_ordered,auditroium-stage,0.48514851485148514
323,Kapal,recog_ordered,white-hills,0.4717948717948718
324,Chiba-kun,recog_ordered,restaurant-with-woman,0.325
325,Jarbo,recog_ordered,bus-1,0.6055045871559633
326,Kounudoun,recog_ordered,beach,0.38911290322580644
327,Kapal,recog_ordered,autographs,0.3333333333333333
328,Chiba-kun,recog_ordered,sunrise,0.39215686274509803
329,Jarbo,recog_ordered,ammusement-ride-2,0.38
330,Kounudoun,recog_ordered,sidewalk-2,0.336283185840708
331,Kapal,recog_ordered,riding-chair,0.3170731707317073
332,Chiba-kun,recog_ordered,workout,0.24675324675324675
333,Jarbo,recog_ordered,street-2,0.26744186046511625
334,Kounudoun,recog_ordered,stage-with-singers,0.2892561983471074
335,Kapal,recog_ordered,blackbox-performance,0.34502923976608185
336,Chiba-kun,recog_ordered,restaurant-alone,0.4225352112676056
337,Jarbo,recog_ordered,cheerleaders,0.21212121212121213
338,Kounudoun,recog_ordered,tree-on-street,0.504424778761062
339,Kapal,recog_ordered,bathtub,0.44642857142857145
340,Chiba-kun,recog_ordered,waterfront,0.39316239316239315
341,Jarbo,recog_ordered,ammusement-ride-1,0.4537037037037037
342,Kounudoun,recog_ordered,stage-with-banner,0.48760330578512395
343,Kapal,recog_ordered,hallway,0.40273972602739727
344,Chiba-kun,recog_ordered,town,0.3218390804597701
345,Jarbo,recog_ordered,group-dance-1,0.29292929292929293
346,Kounudoun,recog_ordered,office,0.38317757009345793
347,Kapal,recog_ordered,booth,0.26373626373626374
348,Chiba-kun,recog_ordered,christmas-tree,0.43575418994413406
349,Jarbo,recog_ordered,mall-2,0.3854166666666667
350,Kounudoun,recog_ordered,street-fair-1,0.30327868852459017
351,Kapal,recog_ordered,conference,0.23076923076923078
352,Chiba-kun,recog_ordered,pig-pen,0.43157894736842106
353,Jarbo,recog_ordered,zoo-2,0.3565217391304348
354,Kounudoun,recog_ordered,street-fair-2,0.4098360655737705
355,Kapal,recog_ordered,hallway,0.40273972602739727
356,Chiba-kun,recog_ordered,train-station,0.2748091603053435
357,Jarbo,recog_ordered,factory-1,0.2809917355371901
358,Kounudoun,recog_ordered,outside-store,0.17757009345794392
359,Kapal,recog_ordered,meet-and-greet,0.3939393939393939
360,Chiba-kun,recog_ordered,waterfront,0.39316239316239315
361,Jarbo,recog_ordered,congress,0.4857142857142857
362,Kounudoun,recog_ordered,street-with-dancers,0.2743362831858407
363,Kapal,recog_ordered,batting-cage,0.5512820512820513
364,Chiba-kun,recog_ordered,tea-ceremony,0.3081395348837209
365,Jarbo,recog_ordered,zoo-1,0.391304347826087
366,Kounudoun,recog_ordered,grass,0.5206611570247934
367,Kapal,recog_ordered,bathtub,0.44642857142857145
368,Chiba-kun,recog_ordered,theme-song-with-dancers,0.35714285714285715
369,Jarbo,recog_ordered,group-dance-2,0.5
370,Kounudoun,recog_ordered,stairs-of-building,0.19298245614035087
371,Kapal,recog_ordered,dance-performance,0.23529411764705882
372,Chiba-kun,recog_ordered,farm,0.5
373,Jarbo,recog_ordered,mall-3,0.43564356435643564
374,Kounudoun,recog_ordered,performance,0.4297520661157025
375,Kapal,recog_ordered,front-desk,0.27380952380952384
376,Chiba-kun,recog_ordered,pot,0.4891304347826087
377,Jarbo,recog_ordered,school-auditorium,0.42105263157894735
378,Kounudoun,recog_ordered,auditorium,0.2857142857142857
379,Kapal,recog_ordered,bobble-head,0.26582278481012656
380,Chiba-kun,recog_ordered,beach,0.38911290322580644
381,Jarbo,recog_ordered,group-dance-in-gym,0.5304347826086957
382,Kounudoun,recog_ordered,sidewalk,0.4576271186440678
383,Kapal,recog_ordered,hallway,0.40273972602739727
384,Barasai,recog_ordered,in-train,0.3140495867768595
385,Fukaya,recog_ordered,CPR,0.4112903225806452
386,Shimanekko,recog_ordered,indoor-event,0.39603960396039606
387,OnoJoe,recog_ordered,rooftop,0.2549019607843137
388,Barasai,recog_ordered,mall,0.47107438016528924
389,Fukaya,recog_ordered,restaurants,0.47368421052631576
390,Shimanekko,recog_ordered,inside-house,0.42592592592592593
391,OnoJoe,recog_ordered,driveway-infront-of-building,0.4956521739130435
392,Barasai,recog_ordered,caligraphy,0.3670886075949367
393,Fukaya,recog_ordered,bench,0.37209302325581395
394,Shimanekko,recog_ordered,clothing-design,0.21153846153846154
395,OnoJoe,recog_ordered,on-stage-2,0.256198347107438
396,Barasai,recog_ordered,caligraphy,0.3670886075949367
397,Fukaya,recog_ordered,lobster,0.16091954022988506
398,Shimanekko,recog_ordered,museum,0.2336448598130841
399,OnoJoe,recog_ordered,suburban-area,0.4214876033057851
400,Barasai,recog_ordered,monument,0.1885245901639344
401,Fukaya,recog_ordered,exercise-class,0.45935960591133007
402,Shimanekko,recog_ordered,white-building,0.3867924528301887
403,OnoJoe,recog_ordered,interview,0.35275080906148865
404,Barasai,recog_ordered,announcers,0.4075342465753425
405,Fukaya,recog_ordered,speech,0.27956989247311825
406,Shimanekko,recog_ordered,school-hallway,0.44545454545454544
407,OnoJoe,recog_ordered,building-5,0.4344262295081967
408,Barasai,recog_ordered,stage-dance-with-children,0.33043478260869563
409,Fukaya,recog_ordered,meet-and-greet,0.3939393939393939
410,Shimanekko,recog_ordered,bridge,0.5
411,OnoJoe,recog_ordered,glass-building,0.5377358490566038
412,Barasai,recog_ordered,announcers,0.4075342465753425
413,Fukaya,recog_ordered,exercise-class,0.45935960591133007
414,Shimanekko,recog_ordered,fields,0.3047619047619048
415,OnoJoe,recog_ordered,room-with-curtains,0.4380165289256198
416,Barasai,recog_ordered,train,0.5537190082644629
417,Fukaya,recog_ordered,tea-ceremony,0.3081395348837209
418,Shimanekko,recog_ordered,sidewalk,0.4576271186440678
419,OnoJoe,recog_ordered,highway,0.3305785123966942
420,Barasai,recog_ordered,rose-garden,0.22950819672131148
421,Fukaya,recog_ordered,waving,0.30526315789473685
422,Shimanekko,recog_ordered,exploring-museum,0.3805309734513274
423,OnoJoe,recog_ordered,grey-brick-building,0.39344262295081966
424,Barasai,recog_ordered,dance-with-announcers,0.27358490566037735
425,Fukaya,recog_ordered,CPR,0.4112903225806452
426,Shimanekko,recog_ordered,park,0.3371824480369515
427,OnoJoe,recog_ordered,solo-dance-on-stage,0.32786885245901637
428,Barasai,recog_ordered,carousel,0.45454545454545453
429,Fukaya,recog_ordered,exercise-class,0.45935960591133007
430,Shimanekko,recog_ordered,classroom,0.28703703703703703
431,OnoJoe,recog_ordered,on-stage-1,0.37719298245614036
432,Barasai,recog_ordered,dance-with-little-cheerleaders,0.47368421052631576
433,Fukaya,recog_ordered,waving,0.30526315789473685
434,Shimanekko,recog_ordered,outside-house,0.3076923076923077
435,OnoJoe,recog_ordered,park,0.3371824480369515
436,Barasai,recog_ordered,announcers,0.4075342465753425
437,Fukaya,recog_ordered,exercise-class,0.45935960591133007
438,Shimanekko,recog_ordered,beach,0.38911290322580644
439,OnoJoe,recog_ordered,dark-building,0.48672566371681414
440,Barasai,recog_ordered,peace-sign,0.2682926829268293
441,Fukaya,recog_ordered,exercise-class,0.45935960591133007
442,Shimanekko,recog_ordered,water-lookout,0.36633663366336633
443,OnoJoe,recog_ordered,on-stage-3,0.4918032786885246
444,Barasai,recog_ordered,dance-with-green-performers,0.4098360655737705
445,Fukaya,recog_ordered,dancing,0.34854771784232363
446,Shimanekko,recog_ordered,library,0.5619047619047619
447,OnoJoe,recog_ordered,small-crowd-1,0.3114754098360656
448,Barasai,recog_ordered,dance-stage-with-background-musicians,0.21311475409836064
449,Fukaya,recog_ordered,CPR,0.4112903225806452
450,Shimanekko,recog_ordered,fields,0.3047619047619048
451,OnoJoe,recog_ordered,weird-interviewer,0.38524590163934425
452,Barasai,recog_ordered,announcers,0.4075342465753425
453,Fukaya,recog_ordered,cow-costume,0.3853211009174312
454,Shimanekko,recog_ordered,scientist,0.4639175257731959
455,OnoJoe,recog_ordered,small-crowd-2,0.2809917355371901
456,Barasai,recog_ordered,street,0.3691588785046729
457,Fukaya,recog_ordered,gym,0.5070422535211268
458,Shimanekko,recog_ordered,beach,0.38911290322580644
459,OnoJoe,recog_ordered,dance-in-front-of-white-tents,0.20535714285714285
460,Barasai,recog_ordered,relay-race,0.5454545454545454
461,Fukaya,recog_ordered,shopping,0.38028169014084506
462,Shimanekko,recog_ordered,museum-signs,0.2782608695652174
463,OnoJoe,recog_ordered,lakeside,0.2831858407079646
464,Barasai,recog_ordered,cherry-blossoms,0.2809917355371901
465,Fukaya,recog_ordered,exercise-class,0.45935960591133007
466,Shimanekko,recog_ordered,back-porch,0.391304347826087
467,OnoJoe,recog_ordered,interview-in-street-2,0.4380165289256198
468,Barasai,recog_ordered,announcers,0.4075342465753425
469,Fukaya,recog_ordered,scale,0.1348314606741573
470,Shimanekko,recog_ordered,classroom,0.28703703703703703
471,OnoJoe,recog_ordered,city-overlook,0.30578512396694213
472,Barasai,recog_ordered,greenhouse,0.3884297520661157
473,Fukaya,recog_ordered,balloons,0.24705882352941178
474,Shimanekko,recog_ordered,walking-around-outside-a-building,0.10743801652892562
475,OnoJoe,recog_ordered,modern-building,0.6039603960396039
476,Barasai,recog_ordered,park,0.3371824480369515
477,Fukaya,recog_ordered,exercise-class,0.45935960591133007
478,Shimanekko,recog_ordered,aquarium,0.5172413793103449
479,OnoJoe,recog_ordered,building-7,0.2831858407079646
480,Jarbo,recog_random,ammusement-ride-2,0.38
481,Kounudoun,recog_random,outside-store,0.17757009345794392
